content,label,score
susah login,negative,99.674%
masih lambat,negative,99.093%
kurang baik,negative,99.780%
tabisa login,neutral,98.934%
masih lemo,negative,99.769%
good,positive,99.417%
belum maksimal,negative,99.516%
kurang puas,negative,99.675%
aplikasi gatot,neutral,92.491%
ok gas,positive,86.408%
cukup baik,positive,98.304%
bismillah lancar,positive,95.986%
luar biasaa,positive,99.599%
masih lot,positive,61.657%
amplikasi lancar,positive,97.971%
sering eroro,negative,99.730%
low respon,negative,99.690%
okejoss mantabb,positive,99.545%
yok semangat,neutral,75.703%
sudah bagus,positive,99.211%
tolong,neutral,60.507%
error server,negative,99.718%
ok mantap,positive,99.613%
bagus,positive,99.611%
mantap,positive,99.720%
top dah,positive,99.690%
sobat kentoy,positive,60.282%
mantap jiwa,positive,99.728%
aplikasi dajjal,negative,97.755%
apk tai,negative,99.482%
not recomended,negative,98.431%
beking pusing,negative,99.759%
kurang mantap,negative,99.681%
apk gagal,negative,99.637%
ga jelas,negative,99.776%
prodak gagalll,negative,99.728%
banyak kendala,negative,99.206%
eror trus,negative,99.716%
lot sampah,negative,99.706%
server buruk,negative,99.796%
ups pencet,negative,99.548%
server jebol,negative,99.740%
down server,negative,99.487%
forma low,negative,98.817%
it sucks,positive,98.135%
aplikasi koplak,negative,94.571%
masalah mulu,negative,99.775%
apk lawak,negative,93.127%
apk tolol,negative,99.793%
aplikasi tolol,negative,99.802%
lambat kpps,negative,98.963%
ribet toh,negative,99.685%
aplikasi buruk,negative,99.782%
eror baen,negative,99.786%
bantu masuk,neutral,98.678%
nyusahin doang,negative,99.793%
aplikasi mejen,neutral,85.346%
aplikasi lol,negative,89.720%
apk gajelasssssss,negative,99.801%
belum langcar,negative,88.123%
susah masuk,negative,99.724%
aplikasi gimbil,positive,54.438%
aplikasi ampas,negative,81.364%
aplikasi asuuu,positive,96.738%
update terus,positive,67.196%
aplikasi konyol,negative,99.731%
aplikasi tolooooooool,positive,76.174%
dinasti politik,negative,71.520%
ngel proses,negative,86.491%
kamerane bosokk,negative,99.502%
apk kentang,negative,58.188%
nokomen,positive,81.592%
bintang nol,negative,91.122%
aplikasi kuntul,neutral,93.520%
cape deh,negative,99.740%
loading abis,positive,97.258%
aplikasi kentut,negative,99.093%
tdk praktis,negative,99.748%
aplikasi kocakkk,positive,99.222%
sirekap bangke,negative,99.714%
njejeni ssu,negative,98.788%
aplikasi beban,negative,76.913%
hancur lebur,negative,99.691%
sirekap wokwok,negative,94.755%
aplikasi error,negative,99.591%
aplikasi buosokkk,negative,60.406%
apk cacat,negative,99.689%
jelek lelet,negative,99.790%
app gajelas,negative,99.798%
server lemah,negative,99.760%
aplikasi erorr,negative,99.690%
sering eror,negative,99.721%
aplikasi cupu,negative,88.623%
apk tolol,negative,99.793%
kurang bagus,negative,99.772%
aplikasi rusak,negative,99.722%
apk rusak,negative,99.749%
bisnis aplikasi,positive,81.498%
gabisa upload,negative,98.831%
aplikasi teroooooon,positive,99.228%
rouuuwweeettt pollll,positive,97.119%
aplikasi angel,neutral,91.745%
aplikasi sampah,negative,99.477%
lupa password,negative,98.558%
apk sulit,negative,99.662%
aplikasi cacat,negative,99.677%
aplikasi ampassss,negative,85.055%
login susah,negative,99.683%
gk guna,negative,99.682%
aplikasi polong,neutral,92.673%
apk lot,negative,61.353%
ra genah,negative,97.502%
apk rudet,negative,94.549%
sangat babat,negative,64.144%
sangaat buruk,negative,99.762%
sinyal lot,negative,94.435%
aplikasi murah,positive,99.423%
belum bagus,negative,99.737%
tdk mutu,negative,99.706%
sangat rumit,negative,99.689%
server nya down,negative,99.766%
masih perlu benah,neutral,47.868%
versi,neutral,48.605%
lieur matak lieur,positive,45.918%
sirepot,negative,76.010%
tidak jelas,negative,99.749%
trash,positive,95.559%
eror,negative,99.764%
ampas,negative,98.503%
ruwet,negative,99.232%
cacat,negative,99.768%
burul,negative,99.761%
huh,negative,97.063%
tidak layak,negative,99.788%
lamban,negative,99.723%
hancur,negative,99.763%
kacauuuu,negative,99.769%
suliiit,negative,61.484%
repot,negative,99.729%
ruwet,negative,99.232%
bad,negative,99.294%
lelet,negative,99.772%
bobrok,negative,98.538%
beh,positive,87.778%
ruweeett,positive,80.368%
rumit,negative,99.729%
burruuuuuuukkkk,positive,99.068%
kacau,negative,99.782%
ruweeettttt,positive,85.291%
gakjelas,negative,99.528%
asem,negative,82.670%
macet,negative,99.759%
zonk,negative,99.708%
mmembanti,positive,93.232%
gagal,negative,99.739%
konttolll,positive,55.902%
aplikasi,neutral,80.867%
burik,negative,99.619%
busuk,negative,99.800%
tidak efesien,negative,99.647%
skip,negative,58.787%
raniat,positive,73.996%
mendo,positive,85.932%
sedih,negative,99.687%
trialllllll,negative,81.929%
tidak optimal,negative,99.724%
burukkk,negative,99.802%
mantep,positive,99.730%
dobol,positive,59.856%
ancurrrrrr,positive,95.181%
heahhhhh,negative,56.301%
ap,negative,94.409%
memyusahkan,negative,67.220%
burik,negative,99.619%
bangsat,negative,99.748%
hoammm,negative,55.210%
bodoh,negative,99.810%
speechless,positive,97.828%
agak ribet,negative,98.990%
ngeleg,negative,99.716%
gatell,negative,99.674%
tol,negative,48.549%
speechless,positive,97.828%
iya kali,positive,83.709%
sirungkad,positive,56.535%
bosokkk,negative,76.976%
lambat,negative,99.610%
rajelas,negative,78.506%
parahhhh,negative,99.769%
sisabar,negative,69.642%
kesuwen,negative,96.661%
bosok,negative,99.027%
parah,negative,99.768%
error,negative,99.742%
rudet,negative,95.509%
busuk ,negative,99.800%
tidak optimal,negative,99.724%
ruwet,negative,99.232%
maintenance,negative,69.295%
lancar,positive,99.220%
trims,positive,90.285%
ajar,positive,97.449%
aman,positive,99.524%
goodd,positive,99.237%
semangat,positive,99.064%
manntapsss,negative,96.345%
like,positive,81.801%
fast,positive,97.537%
iya,positive,80.339%
update,positive,88.069%
yeee,positive,95.182%
siiippp,positive,98.329%
tingkat,negative,55.469%
mantaps,positive,99.731%
heuu,positive,55.127%
keren,positive,99.716%
siap,positive,98.503%
okey,positive,88.550%
mntap,positive,70.303%
cepat,positive,97.938%
kerenn,positive,99.571%
alhamdulillah,positive,98.927%
blikaruan,positive,62.516%
mantap,positive,99.720%
ful,negative,93.813%
iemot,negative,90.945%
mantsp,positive,99.373%
siap,positive,98.503%
good,positive,99.417%
gokil,positive,99.652%
mantao,positive,99.019%
blikaruan,positive,62.516%
bgus,positive,99.467%
tipu,negative,99.776%
aplikasi,neutral,80.867%
baguuss,positive,96.692%
bagus,positive,99.611%
ampas ,negative,98.503%
lancar jaya,positive,98.648%
good job,positive,99.296%
kie pokonmah,negative,68.496%
operator kpps,neutral,96.594%
terus maju,positive,95.664%
kacang ijo,positive,49.816%
logout trus,negative,96.975%
nais move,negative,95.645%
good oke,positive,99.046%
anggota kpps,neutral,98.421%
apik pool,positive,99.633%
trial deh,negative,97.493%
sangat baik,positive,99.522%
ok mantaaab,positive,99.303%
masih lelet,negative,99.757%
good jobs,positive,99.167%
ok,positive,94.440%
bluk leek,negative,99.706%
mantap jos,positive,99.714%
keren sangat,positive,99.665%
ok,positive,94.440%
you must be kidding me  this application is very bad the election is coming soon  if we arent ready you guys waste time,neutral,49.436%
bosok soh kpu golek wong it mbk sing pokro gek yo mbk nk arep ngetokne aplikasi ale uji coba kit mbiyen ora wayah arep mungut h- minggu goblokkk,negative,99.396%
emboh iki apk karepe kepie malah nambahi gawean tur ruwet angel login ra kewoco datane mindah data seko mode offline neng online ra ono petunjuke terus sesuk kudu piye iki hajat gede bos,negative,98.818%
jane niat ora si bos iki milu hajate wong pirang aja dipermainke kaya kie login bae susah banget nganti senin paing ora bisa mndan ws bisa malah kon ngapdate login ya susah maning bos mksde kepriwe rika nangapa sulit aya kie si,negative,99.070%
digitalisasi  overload server maintenence provider minimal andtoid perintah sudah antisipasi timbang point,neutral,99.173%
eror gagal dapat kunci digital enable to resolve host sirekap api kpu go id no andress assosiastid with host name,negative,87.916%
apk bosok feriv data wae gak kenek piye nek pas hari h pilih nek sistem bosok ngene iki,negative,98.494%
jelek bos butuh otentikasi dev ny kurang it support bug hunter ddos,negative,99.601%
opoooo iki aplikasine kok suwine kok ngene ngangeli wong kerjo niate ngrewangi malah dadi malesss,negative,99.408%
apk ndlogok habis update malah ga bisa login invalid username or password hadeh,negative,98.869%
ah lier te asup jaba kpu na salah mikeun psw aya acara make tanda seru,positive,44.676%
angeeel angeeel samsung note ultra android ga bisa login authentifikasi seritifikat gagal,negative,98.959%
aplikasi jan gak sip user sirekap wis ngelu ko tambah nambah ngelu,negative,98.932%
mikir urip dewe wes pusing malah tambah digawe pusing karo sirekap iki pie kok eror tuwerosss,negative,99.640%
kpu kakean polah nambahi beban ribet tugas kpps angel nganggo e,negative,99.500%
aplikasi model opo ngene iki bar baru malah ora iso login,negative,98.793%
pie ki kok ga iso login min padahal ga pernah ganti username karo password,negative,98.884%
ndk bisa masuuukkkkk hdeehh sg mara muleh isuuukk iki kyok e toloong ndaannn,negative,92.581%
tiap kali upload foto auto log out jadi upload ikut harus log in lagi,neutral,99.447%
invalid username or password sedia fitur reset password agar mudah guna,neutral,99.803%
sdh hr ga bs masuk apk ,negative,51.663%
kacau apk loding laaama butuh support yg pun,negative,99.067%
habis update ko malah ga bisa log in piye to ki,negative,99.329%
aplikasi mbulet ndak bisa buka mending ndak usa si rekap ben ndak mbulet,negative,96.709%
tulunglah nek ngapa-ngapa sing beres kesel update bae,negative,98.295%
sulit hidup kpps pake error segala hadehhhhh,negative,99.781%
solusi min apk gak bisa guna invalid username or password,neutral,99.460%
aplikasi ra mutu server bosok payah timeout mulu,negative,99.761%
force close invalid key unmacth username mohon baik,neutral,99.533%
aplikasi apa abis diupdate malah error hayya chawnimalia pheiii,negative,98.463%
pas log in error time out udah jam ga jadi jadi,negative,81.043%
udh deadline tgl feb msh ga bisa log in,neutral,73.678%
iki coro ngono konsepe pie kang tek gawe ontran ontran ngene,negative,97.695%
gagal dapat sertifikat digital failed to store private key,negative,95.202%
gagal dapat kunci digital failed to generate key pair,negative,94.893%
invalid username or password,neutral,99.725%
username password selalu invalid telah update versi ,neutral,99.447%
apk eror gagal login,negative,98.938%
blm dpt wa email n pasword,neutral,99.150%
gimana may never aplikaisnya ajah gak visa bust masuk,negative,96.958%
username or pasword invalid hwha,neutral,99.689%
loading lama ga sat set,negative,99.695%
app force close on mediatek hio g,neutral,99.197%
luar biasa gagal trus utk login aplikasina maha ieu min,negative,88.590%
smpek pusing loding trs,negative,99.654%
plissssssss cape bgt ggal login mulu,negative,99.642%
burikkkkkkkk inisial store private key,negative,95.321%
teuing ah lieur hayang gelut jeung tumila tungtunamah,negative,98.749%
raimuuu nyusahke wong akeh ae,negative,99.564%
kenapa invalid username or password,neutral,99.131%
mungkin ada solusi muncul you don t have permission to access this recourse ketika masuk profil ujinasional,neutral,99.315%
invalid username or password gituaja terus,neutral,99.590%
huh ripuh inalisasinya gk keperoses proses,negative,96.547%
apk sering eror lama login hado,negative,99.648%
sia teu baleg nyieun aplikasi teh,negative,98.229%
ga jelasss gabisa masuk kaga danta,negative,98.473%
iyeu th maha nyieun aplikasi th error waee,negative,99.676%
apk maggang buat susahh,negative,99.569%
kurang efektif banyak server error,negative,99.784%
aplikasi bosok tenan log in wae angeellll,negative,99.000%
gagal dapat setifikat digital timeout,negative,99.483%
cape susa login suda hari hari,negative,98.388%
dana elit ui sulit,negative,98.936%
tidak bisa login internal server error,negative,93.151%
burukkkkk finger print gabisa baca pdhl suruh pke finger print,negative,99.782%
apk buruk reload mulu,negative,99.793%
huuuuu gagal yeuh sirekap teh,negative,99.010%
failed to store private key terus,negative,99.191%
hagal dapat sertifikat digital timeout,neutral,96.076%
apk wagu njelei ora asik,negative,93.752%
aplikasi bosok nyusaahin orang aja,negative,99.622%
cape nunggu time out trus,negative,99.194%
sing baleg nyieun aplikasi teh,negative,90.496%
mau login ae kaga bisee,negative,72.070%
budrek login e raiso,neutral,98.611%
belum support realme g,neutral,51.049%
log in tok be uuuaaangeleee pollll astaghfirullah,negative,96.973%
pasword user name salah terus,negative,99.424%
gaje bet error mulu ampas,negative,99.799%
telah update malah can not create signer,neutral,98.686%
niat hati digitalisasi tp negara blm siap,negative,95.867%
erorrrr terossssss heran,negative,99.802%
errorr log out telah update tidak bisa log in,neutral,62.360%
apk burik terlalu paksa,negative,99.571%
susah log terang failed to store private key,negative,99.288%
yen aplikasi durung siap rasah dinggo sek,negative,97.076%
pas uploud foto long ot sendiri anjir,negative,86.138%
kelas kpu kayak apk buat bocil newbie,negative,89.442%
login syusahh hadehhh,negative,99.609%
pokoke angel gagal mangkel njengkelne uninstall,negative,99.557%
apk server down terus,negative,99.612%
aplikasi ora jelasss sulittt,negative,99.733%
error terus time out,negative,99.669%
error mulu bolo ,negative,99.757%
gagal terus log in,negative,99.432%
apk erorrr terusss,negative,99.737%
not work normally,negative,97.797%
sangat susah log in,negative,99.681%
tak bise login ancorrr,negative,98.428%
failed to store private key,negative,98.441%
username or pasword invalid,neutral,99.641%
bot lu dark sistem,negative,99.488%
sertifikat digital failed terus,negative,99.588%
terlalu op apl nya,negative,99.783%
apk ny kurang bagus,negative,99.738%
yahaha cbt aja blm,negative,95.270%
apli kasi ringu soa,neutral,63.176%
seperti developer blm expert,negative,99.099%
ngagibeug apk na kimm,neutral,79.013%
aplikasi opo neh iki,negative,98.750%
access token is invalid terus,neutral,95.538%
kamera ko buram sii,negative,99.663%
invalid email password mulu,negative,97.302%
yaampun yaampun sabar kawan,positive,93.408%
kenapa tidak bisa log in,neutral,94.758%
app ny gg ya,negative,83.785%
aplikasi jelek,negative,99.823%
ngrepoti tugas njirrr,negative,99.763%
kl lupa pasword solusi g mn ya,neutral,98.282%
aplikasi burukk,negative,99.814%
eror mulu,negative,99.767%
sangat bantu pusing,positive,76.870%
sangat bagus tapi kenapa tidak bisa buka dich,negative,44.958%
username password invalid,neutral,99.364%
failed to connect server,negative,99.433%
susah log in nya,negative,99.588%
gagal login mulu,negative,99.728%
kadang eror,negative,99.680%
akun ora iso log in ki piye,negative,99.055%
user name or password nya invalid ,neutral,99.579%
aplikasi prematur,negative,98.011%
aplikasi ngebug,positive,69.798%
bikin istighfar,positive,91.887%
apk burik,negative,98.541%
ga jelas,negative,99.776%
masalah login,negative,96.338%
invalid mulu,negative,96.950%
error trus,negative,99.700%
error mulu,negative,99.771%
app rusak,negative,99.732%
muak,negative,99.750%
susah angel,negative,99.435%
gagal login,negative,99.364%
sering eror,negative,99.721%
tombol emosi,negative,99.541%
belum layak,negative,99.615%
apk erorr teruss,negative,99.726%
ripuh kieu aplikasi,positive,70.334%
aplikas i susah login,negative,97.188%
ngga bisa log in,negative,95.639%
gagal log in terusss,negative,99.690%
server down terus,negative,99.756%
apk loading mulu,negative,99.737%
time out terush,negative,95.164%
kpu ppk payay,neutral,98.846%
gagal login mulu,negative,99.728%
kakean bug lambat,negative,99.669%
error mulu login,negative,99.726%
tidak bisa log in terussss,negative,95.887%
apk tdk support,negative,99.467%
tdk bs login,negative,69.426%
