content,score,label
gak bsa buka slalu muncul aktif kunci layar ,70.090%,neutral
harus ganti nama jadi simarkup titip salam buat developer kerja yg amanah jangan culas,61.508%,neutral
sirekap bantu masyarakat kecil lihat hasil pilih jujur adil,69.281%,neutral
depeloperx sy mau login tapi kok sllu muncul user name pswrd tdk falid mhn bantuanx,97.543%,neutral
pilih saksi nama presiden alexander graham bell aristoteles ngelawak,99.689%,neutral
aplikasi ujicoba mau paksa guna serentak seluruh indonesia kpu canda,99.717%,neutral
unuius wenda,84.584%,neutral
angel tuturane,94.315%,neutral
mohon bantu admin untuk dapat kunci digital,99.694%,neutral
bintang walaupun aplikasi belum stabil bagai saran bisa server aplikasi sirekap bagi tiap provinsi ada server aplikasi sirekap semua data provinsi agar server tidak terllalu tumpuk akhir susah login aplikasi sirekap,47.821%,neutral
tolong aplikasi benar,97.364%,neutral
aplikasi masih loading ada versi pc nya jadi nanti bisa input via laptop agar lebih nyaman,97.738%,neutral
mohon tingkat lagi versi aman apk nya,97.307%,neutral
sudah beberapa kali coba tetap stag choose profile,99.373%,neutral
ga bisa login link kpu yg beri,76.105%,neutral
kalo aplikasi belum siap jangan dipake giat penting milu sy yg bagi sirekap sdh mulai kerja sejak minggu yg lalu hari h milu masih minta garap sirekap info jg selalu ubah,71.860%,neutral
dri tam download sampai sekarang gagal login terus kembang aplikasi butuh dana tambah ya,95.337%,neutral
android v ram sudahdapat notif kpu x instal uninstal masih gagal login,93.242%,neutral
hp fitur non biometrik tidak bisa pakai aplikasi tolong baik tanpa biometrik harus bisa login,99.381%,neutral
gag bisa buka gagal dapat sertifikat digital tidak paham mohon bantu cs,53.782%,neutral
kemarin kita kpps udah dapat sms username password kpu mau login susah udah coba beberapa kali tetap gak bs masuk username password invalid mohon info,98.353%,neutral
mohon sangat jika memang aplikasi penting semua pihak kasih fitur tambah foto galeri bagi kelola daftar hadir dsb lebih mudah guna,87.424%,neutral
sudah bisa guna moga tidak ada kendala hari h,95.164%,neutral
tdk dapat login smpe skrg jadi lah saat laku inisial aplikasi mohon masuk,99.028%,neutral
aplikasi sirepot tahun,98.653%,neutral
sudah hari masuk sirekap belum hasil pak selalu henti telah buat kata sandi baru mohon info nya agar lolos login sirekap,98.828%,neutral
telah update versi kenapa masih tidak bisa masuk terang nya device belum laku inisial kenapa ya,60.279%,neutral
update v malah jadi nggak bisa login sso kpu go id,73.140%,neutral
terus baharu sehingga akses bisa buka lebih cepat,90.848%,neutral
update dulu min baru share kasih link tp apk nya ga bisa dbuka buat apa,55.305%,neutral
masih beta,97.000%,neutral
pernah jadi anggota kpps,99.617%,neutral
aplikasi asal,59.658%,neutral
tolng setabilkan aplikasi milu tinggal hitung jari,46.793%,neutral
hapus foto apabila foto salah posisi tempat harus ada awal bukan harus foto file dulu timpa file dulu baru ada telah ada opsi hapus foto,98.284%,neutral
kalo gak niat gak usah pake aplikasi cari tim it bener,46.970%,neutral
telah download ulang aplksi nya kenapa tidak bisa login ya pak pasword username slah trus,97.813%,neutral
bantu masuk,98.678%,neutral
aplikasi tidak bisa guna tidak muncul perintah buka fingerprint,99.668%,neutral
nanti bintang nya kalo tambah honor nya,62.566%,neutral
mk mxsxx zaft gg dfcccccccccccccc dr,97.251%,neutral
tolong servernya baik baru coba login aja udah down servernya gimana klo dipake pas milu yg seluruh indonesia maka sama,81.086%,neutral
laksana tinggal beberapa hari masih belum bisa login kira kira bisa bantu kah,98.537%,neutral
min kalo bisa hadirin device iphone ya,99.759%,neutral
g bisa login padahal wktu udah mepet,76.570%,neutral
kenapa aplikasi tidak bisa masuk,96.971%,neutral
tidak bisa masuk aplikasi sirekap ada pemberitahuan aplikasi nya gagal sertifikat digital bantu gan,81.599%,neutral
punya tda bisa update versi gimana ni mohon saran,98.309%,neutral
aplikasi tdk bs buka saat mau loging mlh beranda depan lgi,87.785%,neutral
aplikasi masih banyak masalah utama bagi interface masih error pasu data tiba tiba ter-log out tiba bisa sinkron antara huruf angka saran bisa menginput data lalu ketik keyboard tetapi bagai bukti kalau data tetap valid guna scan foto bisa optimal lancar performa aplikasi bagai device utama os android atas terimakasih,47.142%,neutral
cepat kirim kode sirekapnya,82.188%,neutral
tiap ada update tdk bisa login notifikasi username password invalid pdhl sdh pakai kirim dr kpu,99.064%,neutral
versi belum muncul,96.187%,neutral
sampai saat belum bisa login sirekap padahal milu sdh d dpn mata,91.344%,neutral
kemaren bisa login sekarang tidak bisa,95.667%,neutral
update terus tapi enggak bisa buka aplikasi gimana pak,67.091%,neutral
perlu tingkat lebih agar depan saat hari h milu tidak ada kendala sedikit,72.015%,neutral
aktif kunci layar baru bisa dipake kunci layar apa tolol,84.828%,neutral
butuh spesifikasi hp yg seperti biar bisa login hp samsung s ram gb masih gak bisa login wifi sinyal normal semua,97.083%,neutral
jangan lupa mampir yt sy jika ada kendala tidak bisa login,99.635%,neutral
sudah hari masih tetap tidak bisa login mohon bantu karena bagaimana cara kalau misal sampai hari h masih blom bisa login,86.440%,neutral
tdk bisa login padahal user pass sdh sesuai,96.519%,neutral
kendala salah password trs pdhl sdh sesuai kirim email ga drespon telp nmr yg d aplikasi ga d angkat,66.071%,neutral
mau masuk aplikasi sirekapaplena sumuai,99.814%,neutral
blm bisa pakek,65.500%,neutral
nilai aplikasi tengah bintang,82.636%,neutral
tolong segera baik tiba log out sendiri,89.886%,neutral
tolong mudah lagi guna aplikasi,92.265%,neutral
kak bagemna kalau dg lupa paswornya kak,98.930%,neutral
aplikasi gelembung suara,98.527%,neutral
tidak bisa ya gun laptop apliksi sedang hpnya gak begitu kuat aplikasi trus bagamana ya sulusinya masak harus beli hp baru merngerjakanya,89.862%,neutral
aplikasi versi sudah tidak dapat guna,70.480%,neutral
buat developer sirekap tolong upgrade masalah sistem signal karena sering eror,60.032%,neutral
kak bagaimana cara jika lupa password,83.628%,neutral
tiap kali ingin kirim foto selalu keluar sendiri jdi harap aplikasi baik lg jangan ada salah pas ketika sudah milu nanti,83.604%,neutral
aplikasi lot burik,96.799%,neutral
maap numpang tanya punya ngak bisa login juga gimana cara jika lupa pasword,62.763%,neutral
sangat bantu tapi blm bisa masuk,88.644%,neutral
tidak dapat buka karena ada pemberitauan aplikasi tidak dapat guna,92.196%,neutral
mohon agar masuk flash mode scan agar hindar jadi bayang gelap cahaya ada flash seperti camera biasa mungkin cahaya akan lebih bagus,75.199%,neutral
aplikasi sudah bukk,85.135%,neutral
otentikasi masuk dg sidik jari sulit bos mohon cari solusi atau mudah,75.096%,neutral
pernahelakikan kerja bagai anggota pkkps tos talangkuning,99.341%,neutral
belum bisa masuk akun,99.176%,neutral
aplikasi benar gmn sih udah jadi belum,76.565%,neutral
aplikasi versi sudah tidak dapat guna maaf bagai anggota kpps mohon bantu agar apk-nya bisa d guna,99.141%,neutral
sudah masuk ada cara mudah masuk sirekap,99.413%,neutral
padahal masih versi masih bisa login tapi telah diupdate versi atau baru tapi tidak bisa dapat kunci digital null padahal sudah benar tetep tulis invalid username password,84.545%,neutral
kasi bintang dulu soal mau kunci dokumen aplikasi tidak bisa kunci namun kembali depan ulng,97.532%,neutral
tolong adakan fitur edit semua bagi,97.924%,neutral
perlu baik karena banyak guna sirekap sulit mulai log in hingga tuntas,56.913%,neutral
sudah masuk daftar aplikasi cek tiap hari hari tidak bisa masuk lagi kali kali gagal dapat sertifikat digital sudah dekat hari h tolong saling bntu jika mau minta bantu upload hasil kmi wilayah kalsel,82.475%,neutral
tidak tahu kendala aplikasi sirekap mengapa tidak bisa buka,98.272%,neutral
aplikasi calon tentu,98.174%,neutral
kenapa tdk bisa buka aplikasi,96.158%,neutral
segala cara sesuai arah pps dilakuin tapi blm bisa log in juga,91.820%,neutral
tolong baik sebentar lagi hari h,88.045%,neutral
sistem belum sepenuh jalan lancar hp smartphone android tidak punya fingerprint scanner pindai sidik jari tidak bisa masuk aplikasi,57.783%,neutral
minggu jelang milu blm ada wa chat bot kpu gimana mau simulasi,93.173%,neutral
tidak kompatibel hp google pixel mohon benah lagi agar bisa pakai seluruh tipe hp android,98.686%,neutral
tolong optimal dulu belum publikasi,57.733%,neutral
kl otomatis eneka,84.532%,neutral
tidak bisa log in,73.736%,neutral
si rekap ga perlu pake logo garuda pakw logo kartun dora,62.118%,neutral
kenapa tidak bisa login aplikasi sedang pakai link sudah hasil ubah pasword,96.851%,neutral
tidak bisa guna mohon baik segera,90.298%,neutral
ijin nanya min login gagal terus padahal sudah benar tulis username salah mohon yg jadi,55.600%,neutral
baik uji dahulu khusus mampu server nya daripada jadi kendala tidak ingin,51.695%,neutral
aplikasi,80.867%,neutral
        barang sulit orang maka allah akan sulit hari kiamat  hr al-bukhari no,61.611%,neutral
aplikasi apa nih,73.606%,neutral
sya anggota kpps tolong admin mudah masuk akun sirekap udh bebraph kli download ko ga bisa masuk akun,94.238%,neutral
aplikasi butuh server yg besar kapasitas laksana milu tinggal brp hari blm bisa login gmn coba manual kayak,76.399%,neutral
apk heng gda krmajuan,57.037%,neutral
amsyong klo masih pakai,99.032%,neutral
gimana nih nanti hari h yg mmperlambat sudah upload dsni ,52.388%,neutral
aplikasi masih belum bisa operasi,98.479%,neutral
min kenapa saat inisial kok gagal terus dapat kunci digital mohon tindak lanjut trimakasih,93.728%,neutral
masih blm bs login gaes ayo min serius dikit,94.165%,neutral
tidak bisa masuk email utama google yg tau cara coba kasih jelas baik pakai akun maaf uninstal dulu,97.892%,neutral
sirekap gak bisa login bukan tugas kpps badan adhoc ya,82.437%,neutral
aplikasi masih banyak kurang nya sampai skrang masih belum bisa login,65.255%,neutral
tolong baik masalah ketika hendak login selalu muncul tulis hardware biometrik tidak sedia terimakasih,60.455%,neutral
mau login sj g bs pdhal dah pakai pasword user name dr kpu,99.016%,neutral
kalau tidak bisa bikin apk mending pake google form aja ,98.947%,neutral
bawaslu awas tps pilpres dpr ri dprd provinsi dprd kota dpd tahun,99.719%,neutral
kpps dua sy,98.595%,neutral
saran harus daftar bisa diri jadi ga harus ribet nunggu notifikasi,96.015%,neutral
telah diupgrade salah kunci digital solusi gan,98.683%,neutral
kenapa versi tidak dapat tambah foto daftar hadir foto jadi khsusu,96.718%,neutral
tuju ada aplikasi mudah eh mau login aj udh ribet tolong admin baik,60.411%,neutral
mohon bantu min udah login tapi pas masuk sidik jari selalu gagal inisial mohon bantu,90.271%,neutral
sekarang sudah bisa log in tetapi selalu gagal dapat sertifikat digital tolong baik cepat trimakasih,66.593%,neutral
kayak aplikasi trial,61.039%,neutral
support d android versi klo k bawah seperti tdk support,90.744%,neutral
tidak bisa log in,73.736%,neutral
bukan masalah aplikasi x cmn mmng dri sana blum bisa buka msih sementara baik mohon sabar,71.777%,neutral
telah aplikasi update malah uda nggak bisa login passoword email salah padahal uda pake email password yg sesuai tolong lebih perhati lagi aplikasi,53.000%,neutral
maaf kalo login pake username email,91.363%,neutral
aplikasi terdburuk yg download sudah susah masuk berapa kali download ulang loding ngk bisa masuk jd gw kasih bintang sesuai dgn kualitas aplikasi,55.782%,neutral
aplikasi selalu butuh baharu turut belum layak utk guna saat milu,62.933%,neutral
aplikasi baik segera hapus playstore,57.138%,neutral
alat bantu pusing,80.619%,neutral
kita lihat nanti pas hari h nya,98.631%,neutral
aplikasi dapat play store sudah download kemudian telah buka aplikasi nya muncul tulis aplikasi versi tidak dapat guna,99.564%,neutral
terimakasih sudah buat sabar jadi setip tisu bagi dua,83.673%,neutral
invalid terus,68.459%,neutral
m,47.005%,neutral
log in nya ko minta verifikasi wajah tp ttp ga bisa masuk gimana,71.936%,neutral
mohon baik lagi aplikasi sudah kali coba tetap tidak bisa login,97.120%,neutral
tidak bisa login,83.711%,neutral
terima kasih tuk kpu segenap jajar badan adhoc bawahny kpumelayani,93.620%,neutral
aplikasi belum siap guna server kerap alami ganggu,56.785%,neutral
apl nya sering update,75.532%,neutral
tolong developer pas hari h si rekap servernya sahabat ya jgn sampai down krna yg make se-indonesia sukses sll,82.861%,neutral
harap lebih cepat serah hasil c pleno nya tp kl aplikasi seperti ni malah tmbah jd lama,70.121%,neutral
sudah k kali mendownload sirekap hasil nya tetap sama tidak bisa verifikasi,88.457%,neutral
aplikasi tidak bisa masuk,96.736%,neutral
minta username password nya karna kemaren tidak bisa,98.889%,neutral
tidak bisa login padahal sudah masuk sesuai id password nya,85.262%,neutral
oii min cepetan reset aplikasi nya masa prisidenya alexander graham bell mau isi saksi kau kira jadi operator enak ga segera ubah,51.534%,neutral
selalu gagal inisial mohon segera baik karena aplikasi nanti sangat penting negara terimakasih,61.870%,neutral
aplikasi kuntul,93.520%,neutral
habis update tp sampe sekarang malah belum bisa login lagi mohon bantu,85.652%,neutral
download link yg kasih kpu tapi aplikasi tidak dapat guna,86.260%,neutral
tidak bisa guna versi aplikasi sudah tidak bisa guna begitu responnya,95.704%,neutral
ada solusi tidak tidak bisa kunci dokumen mohon bantu,98.966%,neutral
kenapa tidak bisa masuk padahal sudah ada ussername password,91.420%,neutral
tidak dapat masuk aplikasi,97.933%,neutral
apk yg belum uji siap,93.003%,neutral
tidak bisa dapat kunci digital,80.788%,neutral
hapus data sudah download ulang kali tetap tidak bisa masuk login nya bukan aplikasi langsung justru alih google ga umum sama aplikasi mana username password lngsung isi aplikasi,55.749%,neutral
sangat harap h- maksimal pihak kait baik apk belum milu mulai,87.483%,neutral
telah di-update tidak bisa login harus jauh hari sudah antisipasi baik sistem saat server down at ubah versi apk,96.636%,neutral
bagaimana cara atas gagal otentikasi hardware biometrik jika hp tidak serta fitur sidik jari namun milik face id,97.629%,neutral
sambil ajar organ sama temen temen,88.842%,neutral
baguss sangat mudah paham namun tolong diupgrade lagi min dulu versi hp bisa masuk tapi skrg pake versi tidak bisa masuk,71.480%,neutral
aplikasi kemaren jadi kenapa udah tidak bisa buka username sama paswornya invalid,99.119%,neutral
masih abu keberanfaatan aplikasi,73.117%,neutral
mtap,52.608%,neutral
login nya bagaimana,67.172%,neutral
ga bisa dapat insialisasi mohon mudah kerja kpps jika ingin pake aplikasi,99.032%,neutral
mohon d siap dg baik,62.497%,neutral
tidak bisa masuk aplikasi,93.410%,neutral
kira habis berapa duit ya proyek aplikasi anak sd gin,52.179%,neutral
tidak bisa dapat kunci digital nya,56.497%,neutral
uji coba dulu kalau lancar baru dilauncing blm hari h sdh tdk bisa guna,92.472%,neutral
mohon pihak it segera baik aplikasi sudah lima hari masih belum bisa login kalau aplikasi belum siap ya tolong segera baik,94.268%,neutral
mau login tidak bisa,91.186%,neutral
tlong atas tidak bisa login,98.849%,neutral
bagaimana cara nya kalau lupa sandi,55.695%,neutral
notifnya sama aplikasi tdk bisa guna lagi masih sama seperti belum,69.530%,neutral
saat tidak ada masalah saat bimtek mdhn pas hari h ga seperti pilpres kmren,86.379%,neutral
ga bisa buka harus aktif kunci layar kata aplikasi,96.958%,neutral
versi ada yg baru kah,84.006%,neutral
benar sangat bantu proses milu aplikasi tapi ketika update dadak tidak bisa login lagi entah apk nya atau servernya,43.525%,neutral
